Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_mapped,clean_text,tokens,tb_polarity,tb_subjectivity,tb_sentiment
613,617,"Exploring the art of meditation, finding tranquility in the stillness of the mind. #MeditationJourney #TranquilMind ", Contentment ,2023-06-21 19:00:00, MeditationSenior , Twitter , #MindfulLiving #SeniorCalm ,18.0,35.0, UK,2023,6,21,19,Positive,exploring art meditation finding tranquility stillness mind,"['exploring', 'art', 'meditation', 'finding', 'tranquility', 'stillness', 'mind']",0.0,0.0,Neutral
614,618,"Taking a stroll in the garden, appreciating the beauty of blooming flowers. Nature's wonders never cease. #GardenWalk #FloralBeauty ", Contentment ,2023-06-22 13:45:00, GardenEnthusiast , Facebook , #NatureWonders #SeniorGarden ,25.0,50.0, USA,2023,6,22,13,Positive,taking stroll garden appreciating beauty blooming flower nature wonder never cease,"['taking', 'stroll', 'garden', 'appreciating', 'beauty', 'blooming', 'flower', 'nature', 'wonder', 'never', 'cease']",0.0,0.0,Neutral
615,619,"Sipping on a favorite vintage wine, each sip telling a story of the years gone by. Cheers to a life well-lived. #WineLover #VintageCheers ", Contentment ,2023-06-23 18:45:00, WineConnoisseur , Instagram , #LifeWellLived #SeniorWine ,28.0,55.0, UK,2023,6,23,18,Positive,sipping favorite vintage wine sip telling story year gone cheer life welllived,"['sipping', 'favorite', 'vintage', 'wine', 'sip', 'telling', 'story', 'year', 'gone', 'cheer', 'life', 'welllived']",0.5,1.0,Positive
616,620,"Participated in a community art class, unleashing creativity in the golden years. Art has no age limit. #ArtClass #SeniorArtistry ", Joy ,2023-06-24 16:15:00, ArtisticSenior , Twitter , #CreativityAtAnyAge #SeniorCreativity ,22.0,45.0, Canada,2023,6,24,16,Positive,participated community art class unleashing creativity golden year art age limit,"['participated', 'community', 'art', 'class', 'unleashing', 'creativity', 'golden', 'year', 'art', 'age', 'limit']",0.3,0.5,Positive
617,621,"Embarking on a journey of writing a memoir, documenting a lifetime of experiences. Every story matters. #MemoirWriting #SeniorStories ", Gratitude ,2023-06-25 20:30:00, MemoiristSenior , Facebook , #LifetimeExperiences #SeniorMemoir ,35.0,70.0, USA,2023,6,25,20,Positive,embarking journey writing memoir documenting lifetime experience every story matter,"['embarking', 'journey', 'writing', 'memoir', 'documenting', 'lifetime', 'experience', 'every', 'story', 'matter']",0.0,0.0,Neutral
618,622,"Attended a lecture on history, always fascinated by the lessons from the past. Learning is a lifelong adventure. #HistoryLecture #SeniorLearning ", Curiosity ,2023-06-26 14:00:00, HistoryEnthusiast , Instagram , #LifetimeAdventure #SeniorCuriosity ,30.0,60.0, UK,2023,6,26,14,Neutral,attended lecture history always fascinated lesson past learning lifelong adventure,"['attended', 'lecture', 'history', 'always', 'fascinated', 'lesson', 'past', 'learning', 'lifelong', 'adventure']",-0.175,0.425,Negative
619,623,"Rediscovered the joy of cooking traditional family recipes. The kitchen, a place of cherished memories. #FamilyRecipes #SeniorCooking ", Contentment ,2023-06-27 17:45:00, FamilyChefSenior , Twitter , #KitchenMemories #SeniorCulinary ,20.0,40.0, USA,2023,6,27,17,Positive,rediscovered joy cooking traditional family recipe kitchen place cherished memory,"['rediscovered', 'joy', 'cooking', 'traditional', 'family', 'recipe', 'kitchen', 'place', 'cherished', 'memory']",0.4,0.475,Positive
620,624,"Joined a nature photography club, capturing the beauty of the great outdoors. Every click is a connection to nature. #NaturePhotography #SeniorPhotographer ", Joy ,2023-06-28 22:15:00, NaturePhotographySenior , Facebook , #OutdoorBeauty #SeniorClicks ,18.0,35.0, UK,2023,6,28,22,Positive,joined nature photography club capturing beauty great outdoors every click connection nature,"['joined', 'nature', 'photography', 'club', 'capturing', 'beauty', 'great', 'outdoors', 'every', 'click', 'connection', 'nature']",0.8,0.75,Positive
621,625,"Attended a jazz concert and swayed to the rhythm of timeless tunes. Music, a constant companion in the golden years. #JazzConcert #SeniorMusic ", Joy ,2023-06-29 16:30:00, JazzMusicLover , Instagram , #TimelessTunes #SeniorJazz ,25.0,50.0, USA,2023,6,29,16,Positive,attended jazz concert swayed rhythm timeless tune music constant companion golden year,"['attended', 'jazz', 'concert', 'swayed', 'rhythm', 'timeless', 'tune', 'music', 'constant', 'companion', 'golden', 'year']",0.15,0.41666666666666663,Positive
622,626,"Joined a writing group, penning down thoughts and reflections. Writing, a journey into the depths of the soul. #WritingGroup #SeniorWriter ", Gratitude ,2023-06-30 19:30:00, SeniorWordsmith , Twitter , #SoulfulWriting #SeniorReflections ,28.0,55.0, UK,2023,6,30,19,Positive,joined writing group penning thought reflection writing journey depth soul,"['joined', 'writing', 'group', 'penning', 'thought', 'reflection', 'writing', 'journey', 'depth', 'soul']",-0.15555555555555556,0.2888888888888889,Negative
623,627,"Embarked on a solo travel adventure, discovering the beauty of new places at my own pace. #SoloTravel #SeniorExplorer ", Excitement ,2023-07-01 14:00:00, SoloAdventurer , Instagram , #DiscoverNewPlaces #SeniorTravel ,30.0,60.0, USA,2023,7,1,14,Positive,embarked solo travel adventure discovering beauty new place pace,"['embarked', 'solo', 'travel', 'adventure', 'discovering', 'beauty', 'new', 'place', 'pace']",0.36818181818181817,0.7272727272727273,Positive
624,628,"Attended a vintage car show, reminiscing about the classics that once ruled the roads. Nostalgia in every rev. #VintageCars #ClassicRides ", Joy ,2023-07-02 18:30:00, CarEnthusiastSenior , Facebook , #RoadTripDownMemoryLane #SeniorCars ,22.0,45.0, UK,2023,7,2,18,Positive,attended vintage car show reminiscing classic ruled road nostalgia every rev,"['attended', 'vintage', 'car', 'show', 'reminiscing', 'classic', 'ruled', 'road', 'nostalgia', 'every', 'rev']",0.0,0.0,Neutral
625,629,"Started a community garden, growing not just plants but friendships too. Green thumbs unite! #CommunityGarden #SeniorGardener ", Joy ,2023-07-03 12:45:00, GreenThumbSenior , Twitter , #GardenFriends #SeniorGreenThumb ,28.0,55.0, Canada,2023,7,3,12,Positive,started community garden growing plant friendship green thumb unite,"['started', 'community', 'garden', 'growing', 'plant', 'friendship', 'green', 'thumb', 'unite']",-0.25,0.3,Negative
626,630,"Hosted a family dinner, where laughter echoed louder than the clinking of utensils. Family, the heart of happiness. #FamilyDinner #SeniorHost ", Contentment ,2023-07-04 17:00:00, FamilyHostSenior , Instagram , #HeartwarmingMoments #SeniorFamily ,35.0,70.0, USA,2023,7,4,17,Positive,hosted family dinner laughter echoed louder clinking utensil family heart happiness,"['hosted', 'family', 'dinner', 'laughter', 'echoed', 'louder', 'clinking', 'utensil', 'family', 'heart', 'happiness']",0.7,0.2,Positive
627,631,"Enrolled in a dance class for seniors, moving to the rhythm of life. Age is just a number on the dance floor. #DanceClass #SeniorDancer ", Joy ,2023-07-05 20:15:00, DanceEnthusiastSenior , Twitter , #DanceLife #SeniorMoves ,18.0,35.0, UK,2023,7,5,20,Positive,enrolled dance class senior moving rhythm life age number dance floor,"['enrolled', 'dance', 'class', 'senior', 'moving', 'rhythm', 'life', 'age', 'number', 'dance', 'floor']",0.0,0.0,Neutral
628,632,"Visited an art gallery, appreciating the brushstrokes that tell tales of creativity. Art, an eternal companion. #ArtGallery #SeniorArtLover ", Joy ,2023-07-06 14:30:00, ArtGalleryVisitor , Facebook , #CreativeExpressions #SeniorArt ,25.0,50.0, USA,2023,7,6,14,Positive,visited art gallery appreciating brushstrokes tell tale creativity art eternal companion,"['visited', 'art', 'gallery', 'appreciating', 'brushstrokes', 'tell', 'tale', 'creativity', 'art', 'eternal', 'companion']",0.0,0.0,Neutral
629,633,"Started a book club for seniors, where discussions are as lively as the characters in the novels. #BookClub #SeniorReaders ", Joy ,2023-07-07 19:45:00, SeniorBookClub , Instagram , #BookishTalks #SeniorBookworms ,22.0,45.0, UK,2023,7,7,19,Positive,started book club senior discussion lively character novel,"['started', 'book', 'club', 'senior', 'discussion', 'lively', 'character', 'novel']",0.13636363636363635,0.5,Positive
630,634,"Hosted a picnic in the park, basking in the warmth of friendship and sunshine. Simple joys, timeless memories. #ParkPicnic #SeniorJoy ", Contentment ,2023-07-08 16:00:00, SeniorPicnicHost , Twitter , #FriendshipSunshine #SeniorMemories ,30.0,60.0, Canada,2023,7,8,16,Positive,hosted picnic park basking warmth friendship sunshine simple joy timeless memory,"['hosted', 'picnic', 'park', 'basking', 'warmth', 'friendship', 'sunshine', 'simple', 'joy', 'timeless', 'memory']",0.0,0.35714285714285715,Neutral
631,635,"Participated in a local theater production, proving that the stage belongs to every age. #TheaterProduction #SeniorActor ", Joy ,2023-07-09 22:30:00, SeniorActor , Facebook , #StagePassion #SeniorTheater ,20.0,40.0, USA,2023,7,9,22,Positive,participated local theater production proving stage belongs every age,"['participated', 'local', 'theater', 'production', 'proving', 'stage', 'belongs', 'every', 'age']",0.0,0.0,Neutral
632,636,"Embarked on a hiking adventure, conquering trails and relishing the beauty of nature. Age is just a number on the mountaintop. #HikingAdventure #SeniorHiker ", Excitement ,2023-07-10 14:20:00, SeniorHikerExplorer , Instagram , #NatureTrailBlazer #SeniorExplorer ,28.0,55.0, UK,2023,7,10,14,Positive,embarked hiking adventure conquering trail relishing beauty nature age number mountaintop,"['embarked', 'hiking', 'adventure', 'conquering', 'trail', 'relishing', 'beauty', 'nature', 'age', 'number', 'mountaintop']",0.0,0.0,Neutral
633,637,Hosted a photography exhibition featuring snapshots of a life well-lived. Every photo has a story to tell. #PhotographyExhibition #SeniorPhotographer , Gratitude ,2023-07-11 18:45:00, SeniorPhotographerExhibitor , Twitter , #LifeInPictures #SeniorExhibition ,22.0,45.0, Canada,2023,7,11,18,Positive,hosted photography exhibition featuring snapshot life welllived every photo story tell,"['hosted', 'photography', 'exhibition', 'featuring', 'snapshot', 'life', 'welllived', 'every', 'photo', 'story', 'tell']",0.0,0.0,Neutral
634,638,"Joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #CyclingClub #SeniorCyclist ", Excitement ,2023-07-12 13:45:00, SeniorCyclingEnthusiast , Facebook , #OpenRoadAdventures #SeniorCycling ,25.0,50.0, USA,2023,7,12,13,Positive,joined senior cycling club feeling wind hair freedom open road,"['joined', 'senior', 'cycling', 'club', 'feeling', 'wind', 'hair', 'freedom', 'open', 'road']",0.0,0.5,Neutral
635,639,"Attended a wine tasting event, savoring the richness of flavors that age like fine wine. Cheers to the golden years! #WineTasting #SeniorWineLover ", Joy ,2023-07-13 20:00:00, SeniorWineConnoisseur , Instagram , #AgedToPerfection #SeniorCheers ,35.0,70.0, UK,2023,7,13,20,Positive,attended wine tasting event savoring richness flavor age like fine wine cheer golden year,"['attended', 'wine', 'tasting', 'event', 'savoring', 'richness', 'flavor', 'age', 'like', 'fine', 'wine', 'cheer', 'golden', 'year']",0.39583333333333337,0.5,Positive
636,640,"Started learning ballroom dancing, gliding gracefully across the dance floor. Ageless elegance in every step. #BallroomDancing #SeniorDancer ", Joy ,2023-07-14 16:15:00, SeniorBallroomDancer , Twitter , #GracefulMoves #SeniorDance ,20.0,40.0, USA,2023,7,14,16,Positive,started learning ballroom dancing gliding gracefully across dance floor ageless elegance every step,"['started', 'learning', 'ballroom', 'dancing', 'gliding', 'gracefully', 'across', 'dance', 'floor', 'ageless', 'elegance', 'every', 'step']",0.0,0.0,Neutral
637,641,"Organized a community painting event, turning blank canvases into a masterpiece of shared creativity. #PaintingEvent #SeniorArtist ", Joy ,2023-07-15 19:30:00, SeniorPaintingOrganizer , Facebook , #CommunityArt #SeniorCreativity ,28.0,55.0, Canada,2023,7,15,19,Positive,organized community painting event turning blank canvas masterpiece shared creativity,"['organized', 'community', 'painting', 'event', 'turning', 'blank', 'canvas', 'masterpiece', 'shared', 'creativity']",0.0,0.0,Neutral
638,642,"Hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #MemoryLane #SeniorReminiscing ", Gratitude ,2023-07-16 14:00:00, SeniorMemoriesHost , Instagram , #FriendshipAdventures #SeniorNostalgia ,30.0,60.0, USA,2023,7,16,14,Positive,hosted memory lane evening old friend reminiscing adventure shaped life,"['hosted', 'memory', 'lane', 'evening', 'old', 'friend', 'reminiscing', 'adventure', 'shaped', 'life']",0.1,0.2,Positive
639,643,"Joined a seniors' astronomy club, stargazing and finding wonder in the vastness of the cosmos. #AstronomyClub #SeniorStargazer ", Curiosity ,2023-07-17 22:15:00, SeniorStargazer , Twitter , #CelestialWonders #SeniorAstronomy ,18.0,35.0, UK,2023,7,17,22,Neutral,joined senior astronomy club stargazing finding wonder vastness cosmos,"['joined', 'senior', 'astronomy', 'club', 'stargazing', 'finding', 'wonder', 'vastness', 'cosmos']",0.0,0.0,Neutral
640,644,"Attended a local jazz festival, tapping toes to the tunes that have stood the test of time. Music, a lifelong love affair. #JazzFestival #SeniorMusicLover ", Joy ,2023-07-18 16:30:00, SeniorJazzFestivalGoer , Facebook , #TimelessTunes #SeniorJazz ,25.0,50.0, USA,2023,7,18,16,Positive,attended local jazz festival tapping toe tune stood test time music lifelong love affair,"['attended', 'local', 'jazz', 'festival', 'tapping', 'toe', 'tune', 'stood', 'test', 'time', 'music', 'lifelong', 'love', 'affair']",0.13333333333333333,0.39999999999999997,Positive
641,645,"Started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. #SeniorWisdom #Blog ", Gratitude ,2023-07-19 19:45:00, WisdomBloggerSenior , Instagram , #LifeLessons #SeniorBlog ,22.0,45.0, UK,2023,7,19,19,Positive,started blog sharing wisdom gained year proving every day chance learn grow,"['started', 'blog', 'sharing', 'wisdom', 'gained', 'year', 'proving', 'every', 'day', 'chance', 'learn', 'grow']",0.0,0.0,Neutral
642,646,"Participated in a charity run, proving that age is no barrier to supporting meaningful causes. #CharityRun #SeniorRunner ", Excitement ,2023-07-20 17:00:00, SeniorCharityRunner , Twitter , #RunForACause #SeniorSupport ,30.0,60.0, Canada,2023,7,20,17,Positive,participated charity run proving age barrier supporting meaningful cause,"['participated', 'charity', 'run', 'proving', 'age', 'barrier', 'supporting', 'meaningful', 'cause']",0.375,0.375,Positive
643,647,"Survived a challenging physics exam. Equations, you won't defeat me! ", Relief ,2023-08-01 13:30:00, PhysicsWhizHighSchool , Instagram , #PhysicsSurvivor #HighSchoolAdventures ,20.0,40.0, USA,2023,8,1,13,Neutral,survived challenging physic exam equation wont defeat,"['survived', 'challenging', 'physic', 'exam', 'equation', 'wont', 'defeat']",0.625,1.0,Positive
644,648,Exploring the world of coding. Debugging is an adventure on its own! #CodingJourney #HighSchoolCoder , Excitement ,2023-08-02 14:45:00, CodeExplorerHighSchool , Twitter , #CodingAdventure #HighSchoolCoderLife ,25.0,50.0, UK,2023,8,2,14,Positive,exploring world coding debugging adventure,"['exploring', 'world', 'coding', 'debugging', 'adventure']",0.75,1.0,Positive
645,649,"Joined the school debate team. Words are my weapons, and I'm ready for battle! ", Excitement ,2023-08-03 12:15:00, DebateWarriorHighSchool , Facebook , #DebateWarrior #HighSchoolDebater ,18.0,35.0, Canada,2023,8,3,12,Positive,joined school debate team word weapon ready battle,"['joined', 'school', 'debate', 'team', 'word', 'weapon', 'ready', 'battle']",0.25,0.5,Positive
646,650,"Started a photography club at school. Capturing moments, one snapshot at a time! ", Joy ,2023-08-04 16:30:00, PhotoClubHighSchool , Instagram , #PhotographyClub #HighSchoolPhotographer ,22.0,45.0, USA,2023,8,4,16,Positive,started photography club school capturing moment one snapshot time,"['started', 'photography', 'club', 'school', 'capturing', 'moment', 'one', 'snapshot', 'time']",0.0,0.0,Neutral
647,651,"Daydreaming about the upcoming prom. The dress, the dance – it's a fairytale in the making! ", Excitement ,2023-08-05 19:45:00, PromDreamerHighSchool , Twitter , #PromDreams #HighSchoolFairytale ,30.0,60.0, Canada,2023,8,5,19,Positive,daydreaming upcoming prom dress dance fairytale making,"['daydreaming', 'upcoming', 'prom', 'dress', 'dance', 'fairytale', 'making']",0.0,0.0,Neutral
648,652,Convinced the teacher to have class outdoors. Learning equations with a side of fresh air! , Positive ,2023-08-06 14:00:00, OutdoorClassHighSchool , Facebook , #OutdoorClassroom #HighSchoolExplorer ,28.0,55.0, USA,2023,8,6,14,Positive,convinced teacher class outdoors learning equation side fresh air,"['convinced', 'teacher', 'class', 'outdoors', 'learning', 'equation', 'side', 'fresh', 'air']",0.375,0.5,Positive
649,653,"Accidentally spilled paint in art class. Abstract art, right? #ArtClassAdventures #HighSchoolArtist ", Embarrassed ,2023-08-07 19:45:00, PaintSpillHighSchool , Instagram , #ArtisticMishaps #HighSchoolArt ,22.0,45.0, UK,2023,8,7,19,Neutral,accidentally spilled paint art class abstract art right,"['accidentally', 'spilled', 'paint', 'art', 'class', 'abstract', 'art', 'right']",0.2857142857142857,0.5357142857142857,Positive
650,654,Trying to master the perfect kickflip on my skateboard. Skating into the weekend like a pro! , Excitement ,2023-08-08 16:00:00, SkateProHighSchool , Twitter , #SkaterLife #HighSchoolSkater ,30.0,60.0, Canada,2023,8,8,16,Positive,trying master perfect kickflip skateboard skating weekend like pro,"['trying', 'master', 'perfect', 'kickflip', 'skateboard', 'skating', 'weekend', 'like', 'pro']",1.0,1.0,Positive
651,655,Bonding with friends over the latest K-pop sensation. Fangirling at its finest! , Joy ,2023-08-09 22:30:00, KpopFangirlHighSchool , Facebook , #KpopFangirl #HighSchoolMusic ,20.0,40.0, USA,2023,8,9,22,Positive,bonding friend latest kpop sensation fangirling finest,"['bonding', 'friend', 'latest', 'kpop', 'sensation', 'fangirling', 'finest']",0.625,0.9,Positive
652,656,Spent hours perfecting a chemistry experiment. Mixing potions like a wizard! , Joy ,2023-08-10 14:20:00, ChemistryWizardHighSchool , Instagram , #ChemistryWizard #HighSchoolScientist ,28.0,55.0, UK,2023,8,10,14,Positive,spent hour perfecting chemistry experiment mixing potion like wizard,"['spent', 'hour', 'perfecting', 'chemistry', 'experiment', 'mixing', 'potion', 'like', 'wizard']",-0.125,0.1,Negative
653,657,Successfully organized a surprise birthday party for a friend. Party planning expert mode: Achieved! , Joy ,2023-08-11 18:45:00, BirthdayPartyPlannerHighSchool , Twitter , #BirthdayParty #HighSchoolCelebration ,22.0,45.0, Canada,2023,8,11,18,Positive,successfully organized surprise birthday party friend party planning expert mode achieved,"['successfully', 'organized', 'surprise', 'birthday', 'party', 'friend', 'party', 'planning', 'expert', 'mode', 'achieved']",0.9375,0.95,Positive
654,658,"Joined the drama club to unleash my inner actor. Lights, camera, action! ", Excitement ,2023-08-12 13:45:00, DramaClubStarHighSchool , Facebook , #DramaClubStar #HighSchoolActor ,25.0,50.0, USA,2023,8,12,13,Positive,joined drama club unleash inner actor light camera action,"['joined', 'drama', 'club', 'unleash', 'inner', 'actor', 'light', 'camera', 'action']",0.0625,0.13333333333333333,Positive
655,659,Got my hands on the latest fantasy novel. Diving into realms of magic and adventure! , Excitement ,2023-08-13 20:00:00, FantasyBookNerdHighSchool , Instagram , #FantasyBookNerd #HighSchoolReader ,35.0,70.0, UK,2023,8,13,20,Positive,got hand latest fantasy novel diving realm magic adventure,"['got', 'hand', 'latest', 'fantasy', 'novel', 'diving', 'realm', 'magic', 'adventure']",0.5625,0.95,Positive
656,660,Mastering the art of the perfect doodle during boring classes. Doodles: A+! , Joy ,2023-08-14 16:15:00, DoodleMasterHighSchool , Twitter , #DoodleMaster #HighSchoolArt ,20.0,40.0, USA,2023,8,14,16,Positive,mastering art perfect doodle boring class doodle,"['mastering', 'art', 'perfect', 'doodle', 'boring', 'class', 'doodle']",0.0,1.0,Neutral
657,661,Attempting to break the school record for the longest handstand. Wish me luck! , Excitement ,2023-08-15 19:30:00, HandstandChallengeHighSchool , Facebook , #HandstandChallenge #HighSchoolAthlete ,28.0,55.0, Canada,2023,8,15,19,Positive,attempting break school record longest handstand wish luck,"['attempting', 'break', 'school', 'record', 'longest', 'handstand', 'wish', 'luck']",0.0,0.0,Neutral
658,662,Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill! , Mischievous ,2023-08-16 14:00:00, SnackSmugglerHighSchool , Instagram , #SnackSmuggler #HighSchoolSnacks ,30.0,60.0, USA,2023,8,16,14,Neutral,sneaking snack class like pro art snacksmuggling sacred skill,"['sneaking', 'snack', 'class', 'like', 'pro', 'art', 'snacksmuggling', 'sacred', 'skill']",0.0,0.0,Neutral
659,663,Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories! , Excitement ,2023-08-17 22:15:00, SleepoverHostHighSchool , Twitter , #SleepoverFun #HighSchoolMemories ,18.0,35.0, UK,2023,8,17,22,Positive,hosting sleepover friend weekend preparing night laughter memory,"['hosting', 'sleepover', 'friend', 'weekend', 'preparing', 'night', 'laughter', 'memory']",0.0,0.0,Neutral
660,664,"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed! ", Embarrassed ,2023-08-18 16:30:00, TikTokFailHighSchool , Facebook , #DanceFail #HighSchoolTikTok ,25.0,50.0, USA,2023,8,18,16,Neutral,spent hour tiktok dance realize two left foot dance fail unleashed,"['spent', 'hour', 'tiktok', 'dance', 'realize', 'two', 'left', 'foot', 'dance', 'fail', 'unleashed']",-0.18125,0.35000000000000003,Negative
661,665,Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum! , Embarrassed ,2023-08-19 19:45:00, SocialMediaBlunderHighSchool , Instagram , #SocialMediaBlunder #HighSchoolAwkward ,22.0,45.0, UK,2023,8,19,19,Neutral,accidentally liked crush old photo stalking profile awkward level maximum,"['accidentally', 'liked', 'crush', 'old', 'photo', 'stalking', 'profile', 'awkward', 'level', 'maximum']",-0.01666666666666668,0.6666666666666666,Neutral
662,666,Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent! , Embarrassed ,2023-08-20 17:00:00, CrushFailHighSchool , Twitter , #CrushFail #HighSchoolEmbarrassment ,30.0,60.0, Canada,2023,8,20,17,Neutral,tried impress crush smooth conversation ended spilling drink smooth level nonexistent,"['tried', 'impress', 'crush', 'smooth', 'conversation', 'ended', 'spilling', 'drink', 'smooth', 'level', 'nonexistent']",0.45,0.5,Positive
663,667,Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights! , Joy ,2023-08-21 15:45:00, PaperPlaneExpertHighSchool , Instagram , #PaperPlaneExpert #HighSchoolArt ,15.0,30.0, USA,2023,8,21,15,Positive,mastered art creating paper airplane lecture paper plane soaring new height,"['mastered', 'art', 'creating', 'paper', 'airplane', 'lecture', 'paper', 'plane', 'soaring', 'new', 'height']",0.17045454545454544,0.45454545454545453,Positive
664,668,Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill! , Excitement ,2023-08-22 12:30:00, JugglingProHighSchool , Facebook , #TextbookJuggling #HighSchoolSkills ,22.0,40.0, Canada,2023,8,22,12,Positive,trying set new trend juggling textbook class academic juggling unique skill,"['trying', 'set', 'new', 'trend', 'juggling', 'textbook', 'class', 'academic', 'juggling', 'unique', 'skill']",0.20170454545454544,0.48484848484848486,Positive
665,669,Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated! , Mischievous ,2023-08-23 16:45:00, SnackNinjaHighSchool , Twitter , #SnackNinja #HighSchoolSnacks ,28.0,55.0, USA,2023,8,23,16,Neutral,hiding snack stash backpack emergency craving snack ninja mode activated,"['hiding', 'snack', 'stash', 'backpack', 'emergency', 'craving', 'snack', 'ninja', 'mode', 'activated']",0.0,0.0,Neutral
666,670,Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement! , Excitement ,2023-08-24 18:20:00, ScavengerHuntMasterHighSchool , Instagram , #SurpriseAdventure #HighSchoolFun ,20.0,38.0, UK,2023,8,24,18,Positive,planning surprise scavenger hunt friend anticipating thrill excitement,"['planning', 'surprise', 'scavenger', 'hunt', 'friend', 'anticipating', 'thrill', 'excitement']",0.0,0.0,Neutral
667,671,Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing! , Joy ,2023-08-25 14:15:00, RainDanceCelebrationHighSchool , Facebook , #RainDance #HighSchoolJoy ,25.0,50.0, Canada,2023,8,25,14,Positive,danced rain celebrate end exam rain dance unexpectedly refreshing,"['danced', 'rain', 'celebrate', 'end', 'exam', 'rain', 'dance', 'unexpectedly', 'refreshing']",0.625,1.0,Positive
668,672,Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment! , Embarrassed ,2023-08-26 17:30:00, GroupChatBlunderHighSchool , Twitter , #TextingFail #HighSchoolAwkward ,18.0,35.0, USA,2023,8,26,17,Neutral,accidentally sent text meant friend class group chat texting fail oops moment,"['accidentally', 'sent', 'text', 'meant', 'friend', 'class', 'group', 'chat', 'texting', 'fail', 'oops', 'moment']",-0.625,0.3,Negative
669,673,Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go? , Embarrassed ,2023-08-27 20:45:00, MagicFailHighSchool , Instagram , #MagicFail #HighSchoolMagic ,22.0,45.0, UK,2023,8,27,20,Neutral,tried magic trick impress classmate magic fail rabbit,"['tried', 'magic', 'trick', 'impress', 'classmate', 'magic', 'fail', 'rabbit']",0.16666666666666666,0.7666666666666666,Positive
670,674,Perfecting the art of creating origami during a dull lecture. Origami mastery: A+! , Joy ,2023-08-28 16:00:00, OrigamiProHighSchool , Twitter , #OrigamiMaster #HighSchoolArt ,18.0,36.0, USA,2023,8,28,16,Positive,perfecting art creating origami dull lecture origami mastery,"['perfecting', 'art', 'creating', 'origami', 'dull', 'lecture', 'origami', 'mastery']",-0.36458333333333337,0.5,Negative
671,675,Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed! , Excitement ,2023-08-29 13:45:00, HackySackChampionHighSchool , Instagram , #HackySackChallenge #HighSchoolAthlete ,26.0,48.0, Canada,2023,8,29,13,Positive,attempting set new record consecutive hacky sack kick hacky sack skill unleashed,"['attempting', 'set', 'new', 'record', 'consecutive', 'hacky', 'sack', 'kick', 'hacky', 'sack', 'skill', 'unleashed']",0.3806818181818182,0.4772727272727273,Positive
672,676,Creating a secret handshake with friends. Friendship level: Expert! , Joy ,2023-08-30 17:30:00, SecretHandshakeHighSchool , Facebook , #FriendshipGoals #HighSchoolMemories ,20.0,40.0, USA,2023,8,30,17,Positive,creating secret handshake friend friendship level expert,"['creating', 'secret', 'handshake', 'friend', 'friendship', 'level', 'expert']",-0.5,0.7,Negative
673,677,Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty! , Excitement ,2023-08-31 20:15:00, BurgerQuestHighSchool , Twitter , #BurgerQuest #HighSchoolFoodie ,24.0,42.0, UK,2023,8,31,20,Positive,embarking mission find best burger joint town burger connoisseur reporting duty,"['embarking', 'mission', 'find', 'best', 'burger', 'joint', 'town', 'burger', 'connoisseur', 'reporting', 'duty']",1.0,0.3,Positive
674,678,Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making! , Joy ,2023-09-01 14:45:00, ComedyGeniusHighSchool , Instagram , #StandUpComedy #HighSchoolTalent ,21.0,39.0, Canada,2023,9,1,14,Positive,practicing standup comedy routine upcoming talent show comedy gig making,"['practicing', 'standup', 'comedy', 'routine', 'upcoming', 'talent', 'show', 'comedy', 'gig', 'making']",0.0,0.0,Neutral
675,679,Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment! , Embarrassed ,2023-09-02 18:30:00, LoveLetterBlunderHighSchool , Facebook , #LoveLetterFail #HighSchoolAwkward ,17.0,33.0, USA,2023,9,2,18,Neutral,accidentally sent love letter wrong person love note fail maximum embarrassment,"['accidentally', 'sent', 'love', 'letter', 'wrong', 'person', 'love', 'note', 'fail', 'maximum', 'embarrassment']",-0.03125,0.6,Neutral
